,file,content
1310,EFTA00001314.pdf,
1311,EFTA00001315.pdf,"SUBCELLAR
"
1312,EFTA00001316.pdf,
1313,EFTA00001317.pdf,
1314,EFTA00001318.pdf,"1
"
1315,EFTA00001319.pdf,
1316,EFTA00001320.pdf,
1317,EFTA00001321.pdf,
1318,EFTA00001322.pdf,
1319,EFTA00001323.pdf,
1320,EFTA00001324.pdf,
1321,EFTA00001325.pdf,"L
"
1322,EFTA00001326.pdf,
1323,EFTA00001327.pdf,"74.
"
1324,EFTA00001328.pdf,"=<!,
"
1325,EFTA00001329.pdf,"I
"
1326,EFTA00001330.pdf,
1327,EFTA00001331.pdf,
1328,EFTA00001332.pdf,"i
"
1329,EFTA00001333.pdf,
1330,EFTA00001334.pdf,
1331,EFTA00001335.pdf,
1332,EFTA00001336.pdf,
1333,EFTA00001337.pdf,
1334,EFTA00001338.pdf,
1335,EFTA00001339.pdf,"SIAM
A'S
tiv.zthil
CAD
an
GOP'
ANS
PAGE
11
MEW
!I PAGE
.11
DOOR
"
1336,EFTA00001340.pdf,"~,.
"
1337,EFTA00001341.pdf,"ills
"
1338,EFTA00001342.pdf,
1339,EFTA00001343.pdf,".
"
1340,EFTA00001344.pdf,"_
"
1341,EFTA00001345.pdf,"4,
"
1342,EFTA00001346.pdf,"-tC--
-1.'i
fly, .:hidttkfi I
o
"
1343,EFTA00001347.pdf,"DI.All( F N A o M v IL v Y .n t T sy R s U t 1 S 1 T , E 2 E 0 1 M 4 E ETINC
ES
EMACNE-
"
1344,EFTA00001348.pdf,
1345,EFTA00001349.pdf,
1346,EFTA00001350.pdf,
1347,EFTA00001351.pdf,"CD-R
r•=
"
1348,EFTA00001352.pdf,
1349,EFTA00001353.pdf,"NUM
‘,
"
1350,EFTA00001355.pdf,
1351,EFTA00001356.pdf,"r
--b-J-
"
1352,EFTA00001357.pdf,
1353,EFTA00001358.pdf,"%cards N•ive
Calm Number Sant camp
X ye.,
"
1354,EFTA00001359.pdf,
1355,EFTA00001360.pdf,
1356,EFTA00001361.pdf,"S:T7 741INIPMEIPMS1
Stara Completed
Search Persoonel Name AmmeY Coot. Number (Mat X Is Bo*
"
1357,EFTA00001362.pdf,
1358,EFTA00001363.pdf,"„„ ....,
'cow' , ,,r * m n e th,„ i,
,.""'"",„ „ 'mast ^,„ cb•""% ."",'„„
S o 4t. o e A n . a "" n . 1 0 . e t "" ° . r - o - r r / i e v a r t e I P C a a "" ' n P L o t a e e l s i ' I e W l - i r ' o A f “ U t “ o A . i n r e t n a a P n "" e ' • a ” n r o 3 ' e . t 1 . 3
ingtOntisooing
R of le
"
1359,EFTA00001364.pdf,
1360,EFTA00001365.pdf,
1361,EFTA00001366.pdf,"ilitifidtrnParde legli fr414
Search Completed
Search Personnel Name Agency Contact Number (Place X In Box)
"
1362,EFTA00001367.pdf,
1363,EFTA00001368.pdf,
1364,EFTA00001369.pdf,"• Search Completed
Search Personnel Name Agency Contact Number abfi (Place X in Box)
t ;•• • •.:
"" z-,.; •i •
',NS, tiv •
•-••••:34.:4
-a
"
1365,EFTA00001370.pdf,"O
O O
"
1366,EFTA00001371.pdf,
1367,EFTA00001372.pdf,"El. ;71- rit;
7 s•.n ( .„,,,kr„,
___Itl_mer N I. Bo')_ i
"
1368,EFTA00001373.pdf,"s • 1 r S t . i ' : 1 t t m = i S e t s 4 t t a : : : z : t f i : t l r A i i t t l v . i t a i
"
1369,EFTA00001374.pdf,
1370,EFTA00001375.pdf,
1371,EFTA00001376.pdf,
1372,EFTA00001377.pdf,"-~®
"
1373,EFTA00001378.pdf,
1374,EFTA00001379.pdf,"-~
"
1375,EFTA00001380.pdf,"•,IMIIMi
"
1376,EFTA00001381.pdf,
1377,EFTA00001382.pdf,"I
"
1378,EFTA00001383.pdf,"I
Writ
"
1379,EFTA00001384.pdf,
1380,EFTA00001385.pdf,
1381,EFTA00001386.pdf,
1382,EFTA00001387.pdf,"CC
"
1383,EFTA00001388.pdf,
1384,EFTA00001389.pdf,"4
/
/
"
1385,EFTA00001390.pdf,
1386,EFTA00001391.pdf,"AA
"
1387,EFTA00001392.pdf,"4
"
1388,EFTA00001393.pdf,
1389,EFTA00001394.pdf,
1390,EFTA00001395.pdf,
1391,EFTA00001396.pdf,"4111etets„,,,
.0;
"
1392,EFTA00001397.pdf,
1393,EFTA00001398.pdf,
1394,EFTA00001399.pdf,"I=
"
1395,EFTA00001400.pdf,
1396,EFTA00001401.pdf,"nowt
rifir
.,,,Thdr.rwrer
1,yorre r 1.
L\
"
1397,EFTA00001402.pdf,
1398,EFTA00001403.pdf,"r
.1/4„Ids
ts
"
1399,EFTA00001404.pdf,
1400,EFTA00001405.pdf,"••••
"
1401,EFTA00001406.pdf,"II
"
1402,EFTA00001407.pdf,
1403,EFTA00001408.pdf,"Ititsmaill
,
_
P
"
1404,EFTA00001409.pdf,"e
ial
"
1405,EFTA00001410.pdf,"•
(
I
4,
"
1406,EFTA00001411.pdf,
1407,EFTA00001412.pdf,
1408,EFTA00001413.pdf,
1409,EFTA00001414.pdf,
1410,EFTA00001415.pdf,"i
"
1411,EFTA00001416.pdf,"ra.
"
1412,EFTA00001417.pdf,
1413,EFTA00001418.pdf,
1414,EFTA00001419.pdf,
1415,EFTA00001420.pdf,"i
"
1416,EFTA00001421.pdf,
1417,EFTA00001422.pdf,
1418,EFTA00001423.pdf,
1419,EFTA00001424.pdf,
1420,EFTA00001425.pdf,"PM :Ira
"
1421,EFTA00001426.pdf,
1422,EFTA00001427.pdf,"lui~.„uNawi'ill~hse~dYYYIl> ~~~Yliai+~u9liil lil~ diHud,MYiNu~~~,aa„
"
1423,EFTA00001428.pdf,
1424,EFTA00001429.pdf,"%Mom
"
1425,EFTA00001430.pdf,"ir fr-i-
' r
ihr .; r,, 1.•,;) I Ari:7
"
1426,EFTA00001431.pdf,
1427,EFTA00001432.pdf,
1428,EFTA00001433.pdf,
1429,EFTA00001434.pdf,
1430,EFTA00001435.pdf,
1431,EFTA00001436.pdf,
1432,EFTA00001437.pdf,
1433,EFTA00001438.pdf,"MIPMPtcesiilll
"
1434,EFTA00001439.pdf,"---....,.,
"
1435,EFTA00001440.pdf,"CIL
40;
4
;t ;
4-
1 o
0°
5
"
1436,EFTA00001441.pdf,
1437,EFTA00001442.pdf,
1438,EFTA00001443.pdf,
1439,EFTA00001444.pdf,
1440,EFTA00001445.pdf,
1441,EFTA00001446.pdf,
1442,EFTA00001447.pdf,"A.1
"
1443,EFTA00001448.pdf,
1444,EFTA00001449.pdf,
1445,EFTA00001450.pdf,"_
"
1446,EFTA00001451.pdf,
1447,EFTA00001452.pdf,
1448,EFTA00001453.pdf,
1449,EFTA00001454.pdf,
1450,EFTA00001455.pdf,
1451,EFTA00001456.pdf,"U
"
1452,EFTA00001457.pdf,"I
"
1453,EFTA00001458.pdf,
1454,EFTA00001459.pdf,
1455,EFTA00001460.pdf,
1456,EFTA00001461.pdf,"rooso.
•
"
1457,EFTA00001462.pdf,
1458,EFTA00001463.pdf,
1459,EFTA00001464.pdf,
1460,EFTA00001465.pdf,
1461,EFTA00001466.pdf,"V \
"
1462,EFTA00001467.pdf,"p. ••
Toms.,
"
1463,EFTA00001468.pdf,"1
"
1464,EFTA00001469.pdf,"11111111'1191111
eta
"
1465,EFTA00001470.pdf,
1466,EFTA00001471.pdf,
1467,EFTA00001472.pdf,". I
71; i
alLIIL.
7:7"" MN
1
1
I IL
II
AL.
"
1468,EFTA00001473.pdf,
1469,EFTA00001474.pdf,
1470,EFTA00001475.pdf,
1471,EFTA00001476.pdf,
1472,EFTA00001477.pdf,
1473,EFTA00001478.pdf,
1474,EFTA00001479.pdf,
1475,EFTA00001480.pdf,
1476,EFTA00001481.pdf,".''
"
1477,EFTA00001482.pdf,
1478,EFTA00001483.pdf,"%sr
"
1479,EFTA00001484.pdf,"N
"
1480,EFTA00001485.pdf,"• • Q D S o Z i ie t y-i6119 •I Easrl( *Sweet Ntwyone., MY w Floor 1st fthoe 9E71
bp..1-5+1 . Ron 3A Marsdrei-Girard *Worthy,'
Ram: ?AM • &wane: 5:15 embeirrititi NIR: YORK
"
1481,EFTA00001486.pdf,"'WS"" . 9 Eat 11""S‘treek, I,kr/ yea, NY- hvi R$w •PI
•CaSett ilfrk11-002111 •Ffr - S4 minjora- Girard stmt.
0a/e.' in? • tNayt soseomezty /ma-
.
I I
"
1482,EFTA00001487.pdf,"• DOE 7/6//q •,(ocatfot: 9ifosi 7/.9- Wed w oaf - 3 • Rear.
•COX #: 3/5-N/L30,g7,3-7/ • Papaw: Wadi - (-Ova (.. 1/2 <kali
• Oak; 4A, • Pittelittle: 59S fl'ithofk
ima.•••••""••
'w""
• • t'tt.;—•,_,
• :1
I
9
th if 2L
"
1483,EFTA00001488.pdf,"-Dme: tile'1 9 •L ecti
eastntreet,nlevi yorK,Nry
•O251* `31E-ni-302.16-31 ivyaner:54 ICIAryra- eiran4 ""1‘ won
.13422Ate sas ,i(tmbegy Note, NEW Y Q R K'
, ms a"";:rP imecT
...••••••••••
• ir • • r ,• •.
. .o. InIgar ltLomao .
•
"
1484,EFTA00001489.pdf,"get
-1217k 7/e/ ASSIIon 's ? 719- Stnto`Nriu itiA,/1945„iti
• Gait-Fr 31.Eity-5,aysy, 9 WA
•freCorer: 34 aretthrae
'a:0SO' PM/11""V% so.S Kim bet 4 , * 5°11)2- NEW YORK
M
r • -
I
I r
't'.7 712: 3RC
Casa We Po ""--•
—/S.-o7 • tr i—
..4
"
1485,EFTA00001490.pdf,"9 E
71
YORK
NEW
.
'
P
M
I
a
e
e
a
e
ti
t
-
l i
:
i
3
i
:
1
n
E V - m A y- /
•
3
L
if
o
1 3
c
/
a
9
ti
5 •
o
- P
n
4
:
A 1
q
l i( 2 • 1 v 4 W
-f
:
is to
3
-: r
0
e 5
S
t 4 i p M je A w
M
n , i t
k
g o
t
s y x e
1
, t
?
x - y (
A
_ io
l
1
d
n 1
e
( ' n
r
aor ' Nears')
w
• • • .........
1 • !or I.L,41,
st•P •••••••Lef•rli•if
7
'I
sa Y T N lil F aC fq e ll: S R . o rn
lr
.1.010.4 ta-tiflt
"
1486,EFTA00001491.pdf,"•Caset siE-,44- 39521411 •Lotetftvi. q Eau in &wet- ,NtorYorw,wy- 134 yrtent-
no Seth 9E
}Ailrq
bait. • PrerOkne S4 ManjaPe4- CifdrA
• otaie: 0)//9 gig22^02r: ..SOS eimbe.,* filtdat
I
"
1487,EFTA00001492.pdf,"a
"
1488,EFTA00001493.pdf,"lilitkilJUMAMILIMMUIPJUULI LULIIJULJUUlil
INS
ye-
io•
its
•
"
1489,EFTA00001494.pdf,"111
e S
-41fr
• •
A
•
♦
"
1490,EFTA00001495.pdf,".•••-
a
air
Sor
a
Nis
as,
"
1491,EFTA00001496.pdf,
1492,EFTA00001497.pdf,"/
"
1493,EFTA00001498.pdf,
1494,EFTA00001499.pdf,"UNITED Si ATM DEPARTMENT OVJUSI10E
ITOILVAI.StiltrAt' OF WaSI1GATON
UNI I ID SIAILN DISIRI( I COCK I Receipt for Properly
,Ohal YU%
19MAG 6439
Maw Mat. tfre •••••••
11,4,...•.••••••-•rant+
S. AR( H %N0NH/Ala A %RH al
See 111.3"",a1A
See 4wew4S
rib 10 UMW $11.14.1C.0.1c t. %Van, '59
Wb
....wasam. ••”•n
Stu *Ave Ar revenue Wee.
t.,..ry eettentrtripit tet.n ,,,, {
larded efts...........evessles• Soy 1{31
1%n:I Ile Cal. i.C11, iwIr•••‘axgrk . tit a
Oat mug dm mead
"
1495,EFTA00001500.pdf,"g1 / 0.). 1 /9.
DATE
2/.0. --40/,g0A75?/
CASE ID
I.;#1, s7 Zee' ..rshi
14 5. V;1o- ,fr, .1;kh
"
1496,EFTA00001501.pdf,
1497,EFTA00001502.pdf,
1498,EFTA00001503.pdf,"P
"
1499,EFTA00001504.pdf,"'Thrtatc,i
"
1500,EFTA00001505.pdf,
1501,EFTA00001506.pdf,"aflll
"
1502,EFTA00001507.pdf,
1503,EFTA00001508.pdf,
1504,EFTA00001509.pdf,
1505,EFTA00001510.pdf,"4, 4.
"
1506,EFTA00001511.pdf,"-
"
1507,EFTA00001512.pdf,
1508,EFTA00001513.pdf,"I
"
1509,EFTA00001514.pdf,
1510,EFTA00001515.pdf,
1511,EFTA00001516.pdf,".....•••••••••••st•••••'.•••••••.---
..i.•-•••••a••••••''''
-
"
1512,EFTA00001517.pdf,"• .sab..L.vi .
—• ""4:7•416:
fr 7
. •.
"
1513,EFTA00001518.pdf,"S‘' ,;f17.
"
1514,EFTA00001519.pdf,
1515,EFTA00001520.pdf,"1
"
1516,EFTA00001521.pdf,
1517,EFTA00001522.pdf,"1
1
"
1518,EFTA00001523.pdf,
1519,EFTA00001524.pdf,
1520,EFTA00001525.pdf,"# -1E1EVIS%
to
•
"
1521,EFTA00001526.pdf,
1522,EFTA00001527.pdf,"•
"
1523,EFTA00001528.pdf,
1524,EFTA00001529.pdf,
1525,EFTA00001530.pdf,"do*
"
1526,EFTA00001531.pdf,
1527,EFTA00001532.pdf,"1
"
1528,EFTA00001533.pdf,
1529,EFTA00001534.pdf,"/
"
1530,EFTA00001535.pdf,"its
"
1531,EFTA00001536.pdf,"1
I
s -
"
1532,EFTA00001537.pdf,"I
"
1533,EFTA00001538.pdf,"L
"
1534,EFTA00001539.pdf,"4
Cl, Or 1 It
I
in.ctr7;',c1"":""fpnc,5 • • en--c-- -,Iggemonftwairessese
ire, Ns,
Mar
0
"
1535,EFTA00001540.pdf,"I
I
"
1536,EFTA00001541.pdf,
1537,EFTA00001542.pdf,
1538,EFTA00001543.pdf,
1539,EFTA00001544.pdf,
1540,EFTA00001545.pdf,
1541,EFTA00001546.pdf,
1542,EFTA00001547.pdf,
1543,EFTA00001548.pdf,
1544,EFTA00001549.pdf,
1545,EFTA00001550.pdf,
1546,EFTA00001551.pdf,
1547,EFTA00001552.pdf,"4
"
1548,EFTA00001553.pdf,"I
"
1549,EFTA00001554.pdf,
1550,EFTA00001555.pdf,"A
"
1551,EFTA00001556.pdf,
1552,EFTA00001557.pdf,
1553,EFTA00001558.pdf,"-' -' --ID
"
1554,EFTA00001559.pdf,"C
"
1555,EFTA00001560.pdf,
1556,EFTA00001561.pdf,
1557,EFTA00001562.pdf,"~,
"
1558,EFTA00001563.pdf,
1559,EFTA00001564.pdf,
1560,EFTA00001565.pdf,
1561,EFTA00001566.pdf,"\
"
1562,EFTA00001567.pdf,"\
"
1563,EFTA00001568.pdf,"IMmonnew
"
1564,EFTA00001569.pdf,"I
"
1565,EFTA00001570.pdf,
1566,EFTA00001571.pdf,
1567,EFTA00001572.pdf,
1568,EFTA00001573.pdf,
1569,EFTA00001574.pdf,"/
I
"
1570,EFTA00001575.pdf,"-
"
1571,EFTA00001576.pdf,",NU
lllll
lllllll
l11111111111
llllll
lttiM'
■
"
1572,EFTA00001577.pdf,
1573,EFTA00001578.pdf,
1574,EFTA00001579.pdf,
1575,EFTA00001580.pdf,"41
"
1576,EFTA00001581.pdf,"-
1
"
1577,EFTA00001582.pdf,"Ar
I
"
1578,EFTA00001583.pdf,
1579,EFTA00001584.pdf,"THEATER 3
THEATER EOUIPMENT
a-x- 7Z,
*w.f.*I RS We
asensta. ;A; Nan siwaiite
II May•19 Contractors Weaken OTtionnster
We have rtcelae0 propOmIs Iw dernohlion 0$ the nine./ and eonstngton
of the new Tonle 5.. lames hug Pole ream Cabana %Md./ Roof There we,
Ouse • renew*. the stoops wow Rental., the &lawny lam"", ohm we ...en from
the contreetor during this project. 01w 'RI ut et (Wove.
I ...Pore • oTRIMII deewe•A lArteelerturall quaMy snot ihneTuTV
Genre* condoms that' be inchiehid es con of the Ire aeons lout soperatelA
1. PropomInhat how oncost° of wows bawl up, wimoe, hoed hely.
Oremotton of (neAmn, Root S M0003
Clere0114100 of II.T0h4 COW"" S 600 CAI
Demoldpon of uthrs wmun Foolv,knf S 110006
Prond•Ournpsters tweed Al Owner,. Cm reckon S 1.11(0 00
en', Mr Clumpster neutsPrOvOed by None° 5
thhavate 6 Pour /1mAto/um. Fooling, S 300300
tormi Pour R New Columns S A000.00
Too n 6 Ph, Bond Beam tAR keel Bean, *CCTV/Wet $ 43500)
Stop RITCPIC. All Cormncult
I rame Root with YTS' roller, 63'd (0' hip, 4/11I MO 5 930000
.mall )1.12' 1o s0a BooedAround Roof PelpaNClirl S 950.00
Instal( One lover of 1/C"" PT Plyee000 Dotting to iunen 5 33.29.00
nstelf hCe & Weer 'Weld to Plywood S Ifl®
mnJ coop., taThintiDnp Edge to Match °Along S 580.00
Ciiner etc Roof I i* 5 3.500.00
',ANA A P al.:Cf DUTOCk <Can( S 6.50000
Planer All sscoved Concrete Column* i teams S 4,34403
'enrol: New Coahl Slone TOO Per Owner's InstruCtiOni S &M00
'Noting deeming, S 7.00000
5 3300.00
,353.00
Should you have any hoettionii or require additional in!o nnatean please Feel fret to contact
lilt Terry at (340)118.6499. RenterrIbef, this s> a lump sum contract and any themes will hoN
to be Sired by the Contractor and Owner.
AULS
Cts;-44o
Pro
"
1580,EFTA00001585.pdf,"S._
"
1581,EFTA00001586.pdf,"4g,
4
"
1582,EFTA00001587.pdf,
1583,EFTA00001588.pdf,
1584,EFTA00001589.pdf,"I
"
1585,EFTA00001590.pdf,
1586,EFTA00001591.pdf,"~'
"
1587,EFTA00001592.pdf,
1588,EFTA00001593.pdf,"1
,
I
"
1589,EFTA00001594.pdf,
1590,EFTA00001595.pdf,
1591,EFTA00001596.pdf,"$
"
1592,EFTA00001597.pdf,",,
"
1593,EFTA00001598.pdf,".
"
1594,EFTA00001599.pdf,"re•IMMIMIM.
•Pm••••••• ••
irs•MOMIIMIMMIL
-1-••••••••••••
me•VIMMMIMMIL
SaNaMI.I.mMa
-•••••••• •••
—
glm1•16••••••401•••
"
1595,EFTA00001600.pdf,"I
I
I
"
1596,EFTA00001601.pdf,"U
"
1597,EFTA00001602.pdf,"I
"
1598,EFTA00001603.pdf,"•
"
1599,EFTA00001604.pdf,
1600,EFTA00001606.pdf,
1601,EFTA00001607.pdf,
1602,EFTA00001608.pdf,
1603,EFTA00001609.pdf,"I
i
"
1604,EFTA00001610.pdf,"4-
"
1605,EFTA00001611.pdf,"/
4
A-
"
1606,EFTA00001612.pdf,"ktu41,t,,
"
1607,EFTA00001613.pdf,
1608,EFTA00001614.pdf,
1609,EFTA00001615.pdf,"I
"
1610,EFTA00001616.pdf,
1611,EFTA00001617.pdf,
1612,EFTA00001618.pdf,
1613,EFTA00001619.pdf,"/
\
"
1614,EFTA00001620.pdf,"MI• #
"
1615,EFTA00001621.pdf,
1616,EFTA00001622.pdf,
1617,EFTA00001623.pdf,"•
WEE
•
skit/ •
•
"
1618,EFTA00001624.pdf,
1619,EFTA00001625.pdf,
1620,EFTA00001626.pdf,
1621,EFTA00001627.pdf,"-4
• -
"
1622,EFTA00001628.pdf,
1623,EFTA00001629.pdf,
1624,EFTA00001630.pdf,"C,
"
1625,EFTA00001631.pdf,"t
ali6- Air
•- 7417-----11_
"
1626,EFTA00001632.pdf,"4
"
1627,EFTA00001633.pdf,"•
a
Mt
p p
.....
it s a
y o
a•
JP •
0•
1 1
1 1 1
1•••••
l
VIII•
O• 4 1
t
elt
a a a
s s
s •
N
•i n a
a
a
a
a
fi s sa
ae
o
fr
"
1628,EFTA00001634.pdf,
1629,EFTA00001635.pdf,
1630,EFTA00001636.pdf,
1631,EFTA00001637.pdf,"1
"
1632,EFTA00001638.pdf,"r
"
1633,EFTA00001639.pdf,
1634,EFTA00001640.pdf,
1635,EFTA00001641.pdf,"le
N
"
1636,EFTA00001642.pdf,
1637,EFTA00001643.pdf,
1638,EFTA00001644.pdf,"m gi m fr$ es4, dipta.
e
"
1639,EFTA00001645.pdf,
1640,EFTA00001646.pdf,"-
"
1641,EFTA00001647.pdf,
1642,EFTA00001648.pdf,
1643,EFTA00001649.pdf,
1644,EFTA00001650.pdf,"I
"
1645,EFTA00001651.pdf,
1646,EFTA00001652.pdf,"CM%
:H
(
Jr.rt Tr.
"
1647,EFTA00001653.pdf,
1648,EFTA00001654.pdf,"l
i
k
•
• • •
• a
a
•
LI• a a
•
a
•
• •••••••••••
•'\
a • •
6 1 •
•
•I •
•
• LI a •
• ,
PI
a
•
,I .I
\
•
% • •
E
• • •
• • • o
t
t • •
. •
F
•
l •
, a
•
•
T
•
•
i t
1 1 :
.erf
A00001654"
1649,EFTA00001655.pdf,"a S
* a
a a a la 41. a a a a a lk a a a a % is a a n s a a a a ‘ a a a a a
II
a a % 1 6 % a t• a M a a s
a a a
a
a t c
a a
Y
a
a
a
IL
,
t
V
A
,
\ 5
a
a
N
S
"
1650,EFTA00001656.pdf,
1651,EFTA00001657.pdf,"1„e,„l_litilla left
lame
'sea ate
tat
"
1652,EFTA00001658.pdf,"ii
I
"
1653,EFTA00001659.pdf,"_
-
-
"
1654,EFTA00001660.pdf,"7.
I
"
1655,EFTA00001661.pdf,
1656,EFTA00001662.pdf,
1657,EFTA00001663.pdf,
1658,EFTA00001664.pdf,"r
"
1659,EFTA00001665.pdf,".
"
1660,EFTA00001666.pdf,
1661,EFTA00001667.pdf,
1662,EFTA00001668.pdf,"O • • * • • O • * • * O * O * O • • * O * • 41 • * . * * O r • * • • O • • * • • O • • * • • O • * • • * O •• * O •• * O • •• O 1 IP 1 / •1 • 1 1 1 1 .1. I 1 I ( I t A
I • I I • l ••• ! • D • I • P • •• • • • • • • ••••• t ••• ii.•••••••1 ••• • I
"
1663,EFTA00001669.pdf,"•
• • • • • • • • W • • • • • W • • • • W • • • W • •W • • W • • • • W W • • W • •W • • • • • • W • • • •W • • .1 • • •• • • •• • • • •• • • • •• 1 ••• ••• P
•••••••••••••••••••••
"
1664,EFTA00001670.pdf,
1665,EFTA00001671.pdf,
1666,EFTA00001672.pdf,"!
"
1667,EFTA00001673.pdf,
1668,EFTA00001674.pdf,
1669,EFTA00001675.pdf,
1670,EFTA00001676.pdf,
1671,EFTA00001677.pdf,"$
"
1672,EFTA00001678.pdf,"4
"
1673,EFTA00001679.pdf,
1674,EFTA00001680.pdf,"„
"
1675,EFTA00001681.pdf,
1676,EFTA00001682.pdf,"/
/
"
1677,EFTA00001683.pdf,"I
SI
"
1678,EFTA00001684.pdf,
1679,EFTA00001685.pdf,"--'ate a r a —SA&a afeaslibis a Sao aaa Sa a a a -a\ - tear
"
1680,EFTA00001686.pdf,"4k
"
1681,EFTA00001687.pdf,
1682,EFTA00001688.pdf,"I
"
1683,EFTA00001689.pdf,
1684,EFTA00001690.pdf,"Li
"
1685,EFTA00001691.pdf,"•
I .
I eiti•lrov,
• AV, • •
, 0011, 11
• ""liel"":""V
in
swam as
en ma
ass
"
1686,EFTA00001692.pdf,
1687,EFTA00001693.pdf,"1
"
1688,EFTA00001694.pdf,
1689,EFTA00001695.pdf,
1690,EFTA00001696.pdf,
1691,EFTA00001697.pdf,
1692,EFTA00001698.pdf,
1693,EFTA00001699.pdf,
1694,EFTA00001700.pdf,
1695,EFTA00001701.pdf,
1696,EFTA00001702.pdf,"1
"
1697,EFTA00001703.pdf,
1698,EFTA00001704.pdf,
1699,EFTA00001705.pdf,
1700,EFTA00001706.pdf,"I
"
1701,EFTA00001707.pdf,"N
"
1702,EFTA00001708.pdf,"tr\
4
tutu
urn,
rrrrtrrttr
yr
fti'f'f,rry
i
urn,
"
1703,EFTA00001709.pdf,"I
1
I
"
1704,EFTA00001710.pdf,"FT
444 13
111
A 4 1
A A44 4‘..41/4
AAKA4SAA
A. AAA64
' . ""AAA
1I
'14444444
444444 44 AAA 1 1 1 4$ 1
4 4 4 4 4 4 4 4 44 4 4 4 4 4 Al ' ' 4 . 1' 1 41
44t, )1""
111111"",^
4 ' II • Nel I • isms& WNW
1IIIIIIIglillk
MOW
Ma MB
Waimalla
"
1705,EFTA00001711.pdf,
1706,EFTA00001712.pdf,
1707,EFTA00001713.pdf,
1708,EFTA00001714.pdf,
1709,EFTA00001715.pdf,"er:r
"
1710,EFTA00001716.pdf,
1711,EFTA00001717.pdf,"/
7
"
1712,EFTA00001718.pdf,"-
"
1713,EFTA00001719.pdf,
1714,EFTA00001720.pdf,"1[1-1
4i( ll -Elt 1
"
1715,EFTA00001721.pdf,"-
"
1716,EFTA00001722.pdf,
1717,EFTA00001723.pdf,"_...---'
"
1718,EFTA00001724.pdf,
1719,EFTA00001725.pdf,
1720,EFTA00001726.pdf,
1721,EFTA00001727.pdf,"/
"
1722,EFTA00001728.pdf,"Phone Number Department
Ashielle IHtieruie Wreckshop
Boniface I audat Carpenter
(-hark. Dick Plumber
Cristobal Ilertera Irrigation
Cuthbert Titre Pools. JE bikes &
Dale Mark Wreckshop
Danny Etienne MC. Electrician & Plumber
Danny Boodram Stone Mason
David Alves Barge Mate & Extra help
Dupson Donissaint Landscape Manager
Fabian John Landscaper
Felito Joseph Heavy Machines Operator
Gael Leathern l.andscaper
Garth Eugene Houseman & Extra help
Gem A. Titre Pools. JE bikes & Trash
Gusneme Dalce Landscaper & Stone Mason
Hillan Bedminster Painter
James Cesar Carpentry
Justina De La Cruz Housekeeping
Keshaun Williams Electrician Assistant
Kevin Alexander Houseman & Extra help
Housekeeper
Leida Hernandez
Luckner Legner
Landscaper
Maurice Bedminster Carpenter
Miosotis C. Mane
Housekeeper
Landscaper
Nicholas Victorin
Landscaper & Stone Mason
Onel Pierresaint
Oriole Joseph 1•
Painter
Boat Captain
Patrick Cena
Stone Mason Helper
Philemon Alcine
Construction
Peter Elie
landscaper & HM Operator
Peter St. Omer
Randy T. Amparo del R'
float Captain
Landscaper
Ronald Joseph
Wreckshop Manager
Sheridan E. Elizee
Housekeeper
Head Carpenter
Sylvester Gaillard
Heavy Machinery Operator
Pierre Jules
Carpenter
Brian Bales
Mandgernent Office:
"
1723,EFTA00001729.pdf,
1724,EFTA00001730.pdf,",
%.;;;‘, 1IP*
y.
"
1725,EFTA00001731.pdf,
1726,EFTA00001732.pdf,"V.
"
1727,EFTA00001733.pdf,
1728,EFTA00001734.pdf,
1729,EFTA00001735.pdf,"0
4.: 4 1/11a....-'s
se'
"
1730,EFTA00001736.pdf,"'TM
2-
2--
.
a. fon
"
1731,EFTA00001737.pdf,
1732,EFTA00001738.pdf,
1733,EFTA00001739.pdf,
1734,EFTA00001740.pdf,
1735,EFTA00001741.pdf,".
"
1736,EFTA00001742.pdf,
1737,EFTA00001743.pdf,
1738,EFTA00001744.pdf,"•
"
1739,EFTA00001745.pdf,"•
nilLer ' •
"
1740,EFTA00001746.pdf,
1741,EFTA00001747.pdf,"N
"
1742,EFTA00001748.pdf,
1743,EFTA00001749.pdf,"~ a',
"
1744,EFTA00001750.pdf,
1745,EFTA00001751.pdf,
1746,EFTA00001752.pdf,
1747,EFTA00001753.pdf,
1748,EFTA00001754.pdf,",
"
1749,EFTA00001755.pdf,"•
"
1750,EFTA00001756.pdf,
1751,EFTA00001757.pdf,
1752,EFTA00001758.pdf,"1
"
1753,EFTA00001759.pdf,
1754,EFTA00001760.pdf,
1755,EFTA00001761.pdf,"/
•
i(
"
1756,EFTA00001762.pdf,"•f
"
1757,EFTA00001763.pdf,"Is
is
"
1758,EFTA00001764.pdf,"-:~ ~ :
"
1759,EFTA00001765.pdf,
1760,EFTA00001766.pdf,"- _-,r-J-2_
"
1761,EFTA00001767.pdf,"1.
"
1762,EFTA00001768.pdf,
1763,EFTA00001769.pdf,"--~
I
"
1764,EFTA00001770.pdf,
1765,EFTA00001771.pdf,")
"
1766,EFTA00001772.pdf,
1767,EFTA00001773.pdf,
1768,EFTA00001774.pdf,
1769,EFTA00001775.pdf,
1770,EFTA00001776.pdf,
1771,EFTA00001777.pdf,
1772,EFTA00001778.pdf,
1773,EFTA00001779.pdf,
